0
"[2.1127666916706094, 1692.2384075065188, 0.999, 4.000150739005384e-05]"
"[873.22246973433, 1.7931833846637044, 0.804, 1.1963077151582253e-05]"
"[0.15438255491304295, 961.8179592003053, 0.928, 1.2237016671846886e-05]"
"[18.281363194462948, 1.1786779874246325, 0.995, 0.0003173396348769833]"
"[3.6616579601473562, 2.09119535869203, 0.869, 4.4892831336669335e-05]"
"[5075.262361169351, 3.6937856374197295, 0.958, 0.00010791562036847878]"
"[0.35339000821892047, 0.24646315694662943, 0.857, 1.8854500169123105e-05]"
"[20.192746373603434, 356.7883847373249, 0.849, 6.624671483823703e-05]"
"[387.044112145156, 1374.6630403569814, 0.99, 0.000389666254237773]"
"[7.562633548343324, 199.60631917570853, 0.801, 0.00043060488911668437]"
"[2040.2901299176647, 2128.387197590222, 0.837, 0.0004533570675227227]"
"[7244.393169015212, 10.689398840904577, 0.877, 1.973094432655256e-05]"
"[294.92921027033975, 0.47833677393163393, 0.942, 0.00041481870131369734]"
"[0.9630410164941419, 714.3609893106861, 0.855, 0.00038097942877108823]"
"[49.26736249877591, 130.19487821188824, 0.824, 0.000489743969973657]"
"[3113.342164144123, 0.17715474862306033, 0.985, 0.00021901443606041194]"
"[64.45619219392304, 8888.025331510882, 0.912, 0.00044067323439256177]"
"[0.2399160548634119, 0.18999272668280132, 0.971, 0.00037329545082879985]"
"[180.32592779087577, 58.00841338107145, 0.853, 0.00010368292209824359]"
"[636.2800119151732, 14.765792175729674, 0.982, 1.7952289503698673e-05]"
"[325.9127599156815, 143.2471540037109, 0.844, 2.1747485785265218e-05]"
"[166.27917037783737, 3280.721906677622, 0.804, 0.0003815737808546198]"
"[6250.467278308702, 4436.822335467319, 0.954, 0.00041709829570454296]"
"[2742.7715767716904, 31.206657246375002, 0.996, 1.0212605921641564e-05]"
"[1147.4290710109133, 158.58778330119137, 0.985, 1.3419151286511015e-05]"
"[6.101497524281034, 571.7735452015863, 0.899, 2.9248701894707962e-05]"
"[0.6788488023868173, 0.9667920204559382, 0.894, 8.28706249880978e-05]"
"[1380.6474400579873, 768.6054051277907, 0.981, 0.0006763681846304995]"
"[44.356090756027385, 2.7441634780688102, 0.839, 2.2549625237934845e-05]"
"[66.0745739055992, 88.78805461301313, 0.906, 0.00020041450373479964]"
"[30.143763100230704, 14.221450621556414, 0.902, 0.0002216116862176124]"
"[0.30195178708003034, 2.4100886389916396, 0.947, 1.3707949954551054e-05]"
"[441.4944009088955, 7616.87558501608, 0.975, 0.0002032947523307257]"
"[79.37839322095613, 590.9366618258175, 0.996, 2.9022920757489667e-05]"
"[0.13822581393608857, 22.76785926979176, 0.935, 0.0005181941698043858]"
"[3352.839708298462, 6.883526506436167, 0.991, 1.839096431299938e-05]"
"[25.761216698527004, 176.8359977446301, 0.987, 1.0021598691548442e-05]"
"[6488.808125152651, 642.2116438382451, 0.826, 1.1251827826357485e-05]"
"[4.007637514929581, 827.5608709817637, 0.927, 1.3257636999217178e-05]"
"[163.10880536526432, 3.6335014350746877, 0.974, 1.0148116290084668e-05]"
"[5.819418291993574, 4.6532167410171645, 0.92, 0.00013170109664994366]"
"[399.65063221504323, 186.75059731546557, 0.927, 2.3267405489430403e-05]"
"[0.8087067675985669, 5.728204959330363, 0.976, 0.00045253050476095973]"
"[911.2009268918029, 6008.377127944188, 0.894, 1.8755397702839942e-05]"
"[2969.644496849126, 8110.962382674517, 0.843, 0.00016383368484637286]"
"[2096.801287357311, 3.6864013500020776, 0.944, 3.0900509072155956e-05]"
"[18.486486868665015, 17.147324000872413, 0.8, 0.0007978298171750396]"
"[8.358830548429474, 484.9532572790661, 0.923, 7.871429143320503e-05]"
"[0.3534554720540556, 3593.9992921125313, 0.93, 1.9251411104143592e-05]"
"[938.2842207792512, 382.6335425868556, 0.925, 9.133804333511474e-05]"
"[551.9663574834035, 671.6532610794036, 0.901, 0.00026549118006569176]"
"[0.27076628780918, 64.18177747492344, 0.899, 1.658427493704568e-05]"
"[7873.4365820197345, 555.837488538065, 0.814, 0.0006687310816270107]"
"[4.373263548195605, 237.49190806919745, 0.856, 2.3992672200032463e-05]"
"[312.21272205609813, 7955.966718133453, 0.808, 2.6731653442196323e-05]"
"[0.1014599947603184, 254.10007947285646, 0.941, 6.935382592204928e-05]"
"[10.041532962493234, 5468.352964460217, 0.869, 0.0001674521520250044]"
"[0.9358907634174314, 4960.122342139799, 0.827, 0.00010658754095020664]"
"[239.56991298617882, 8.091535150722914, 0.895, 3.134570112274046e-05]"
"[12.10992571664439, 2.596881940107063, 0.958, 8.81927121904726e-05]"
"[45.75795572859164, 4.270202804334706, 0.962, 0.0004767157807941067]"
"[5.943337432322796, 1.4108057550479767, 0.873, 9.139682574986825e-05]"
"[2.221125744724281, 1450.9876347249742, 0.945, 0.0003648301903123035]"
"[16.26867752932871, 1.867331903618916, 0.943, 0.0001409076330273496]"
"[7439.291791508051, 0.12101116921346236, 0.826, 0.0004541882676930276]"
"[11.248864064994047, 0.32473155042461044, 0.866, 1.8491865225971052e-05]"
"[33.13076020804148, 22.96448177110535, 0.822, 3.026405426956111e-05]"
"[24.065074713908395, 9047.825187783914, 0.82, 0.00016271758004020165]"
"[2753.957606812926, 2.0958546065619834, 0.876, 4.59501403219986e-05]"
"[3.9532306163080495, 53.01251112963012, 0.935, 5.39291856293703e-05]"
"[0.33266404354000656, 3.2850625930757946, 0.875, 2.7796908250732398e-05]"
"[28.391482353830817, 468.17202737336044, 0.891, 5.9276083265282825e-05]"
"[231.6015574824926, 2.0195878769543723, 0.805, 6.154142987071768e-05]"
"[171.5013106094772, 1.2947167253393805, 0.807, 0.00013661695059581094]"
"[235.16895564179833, 2.524704300340272, 0.802, 2.6999570584932476e-05]"
"[691.9297344405777, 785.2806801978464, 0.837, 1.2595152839963627e-05]"
"[252.29503208066586, 7.0048893809112815, 0.86, 0.00020074485067114094]"
"[10.03984511488933, 1.510563262710116, 0.845, 1.692499307439403e-05]"
"[83.02468197079475, 6.514571641166782, 0.941, 0.0007942503545809346]"
"[2.2595388583610783, 1226.7779044802141, 0.93, 1.7638816183066414e-05]"
"[2.164713096184354, 1378.6933154919566, 0.882, 0.00023913211440349994]"
"[0.6443872498380578, 86.20662297374959, 0.984, 1.9585313555767898e-05]"
"[785.9547892993297, 9.685146659017756, 0.801, 7.528695258612139e-05]"
"[152.6416225222522, 71.77882904108453, 0.828, 1.0542487100223517e-05]"
"[7334.836623656813, 4.051647640808323, 0.805, 0.00015805513450018656]"
"[1406.1759761580242, 1.228270391524039, 0.831, 0.00012946132797304874]"
"[6.684775372149667, 17.232784065545694, 0.849, 0.0003959536838958879]"
"[941.6456390180622, 226.55142544249773, 0.996, 6.861548719662168e-05]"
"[20.473512962127447, 0.34337797131960957, 0.896, 0.0001788285311094573]"
"[1178.6953217401135, 3565.910951871275, 0.977, 2.0211136556926923e-05]"
"[55.14457929900138, 5.069522415359622, 0.944, 6.167520556488634e-05]"
"[91.41445321634416, 0.23924212519276922, 0.906, 0.0001361305590764884]"
"[1.4617981121566073, 450.47369414946746, 0.995, 2.0320918553109983e-05]"
"[29.249858935771798, 6.051031959790189, 0.891, 0.0006770150361181056]"
"[6703.109180180982, 137.2222939834454, 0.836, 6.239547584603525e-05]"
"[0.11648037920749885, 8573.220966823264, 0.866, 1.7554280010091053e-05]"
"[0.6586967190244625, 5.4506934118196915, 0.97, 0.00010635218504996736]"
"[360.39181735466093, 95.81616201408295, 0.831, 2.7306954531041826e-05]"
"[0.31456339697092917, 0.28395854142775645, 0.9, 0.0002748431348133159]"
"[27.901838797825864, 20.346210529472973, 0.845, 0.00038403768081877033]"
"[397.5047239020027, 4507.379301418475, 0.848, 1.697395208477384e-05]"
"[4.233552295200667, 154.13532086690216, 0.841, 4.812007662311408e-05]"
"[0.8461217607039789, 124.44811442245607, 0.922, 0.00022188395471996314]"
"[4.000036482969978, 0.23489549806407561, 0.999, 1.4524485319104801e-05]"
"[0.1537901097099664, 3.4909026367772893, 0.816, 4.921311187188729e-05]"
"[535.2945007606104, 2873.6491118079707, 0.966, 0.0009251594514163265]"
"[0.1746256316473682, 11.28954964074995, 0.981, 1.537033887630907e-05]"
"[616.6893050943938, 68.03698437694581, 0.974, 0.0004582567414520798]"
"[0.2215951191383305, 2.411053966786943, 0.949, 3.4959923018468645e-05]"
"[279.35323738144257, 3922.1249004455285, 0.83, 0.0008124277151793806]"
"[5.041772492401239, 3.5674679256198125, 0.843, 0.00020929592723188063]"
"[1.008040690444913, 0.2472137087325458, 0.861, 0.0008542203808992632]"
"[3.133759243613078, 0.790521027352443, 0.803, 0.00014617626902518552]"
"[0.9140184242663079, 0.9823345437985328, 0.994, 0.00043321195758635664]"
"[0.3651109073399193, 40.27863497261432, 0.92, 0.0004279574701101633]"
"[0.5887872369727962, 2781.568775436697, 0.953, 5.183856036352759e-05]"
"[0.4540630484895429, 2609.3204131506077, 0.904, 5.9373974006038356e-05]"
"[8.736273328773965, 0.13232417776254413, 0.966, 4.903164947351532e-05]"
"[2125.4670837242143, 46.31559201721303, 0.967, 0.0006410261457012903]"
"[4333.175373490829, 28.498663063059887, 0.977, 3.248808871808417e-05]"
"[98.82024088865, 0.22501857564029168, 0.996, 0.0007416982177515672]"
"[6554.759702199236, 4141.687338618699, 0.85, 1.928507709662504e-05]"
"[2270.4486217442904, 5752.683942126494, 0.85, 7.003203567184042e-05]"
"[7.428175813732082, 532.450950020063, 0.925, 5.004893305314088e-05]"
"[3.681067434335656, 8.9975994985967, 0.952, 0.00018359184687933078]"
"[2.0498220471550814, 6.429546511735969, 0.905, 0.00027057080707017787]"
"[1533.335006163089, 2502.0164467780046, 0.934, 1.7476658976288156e-05]"
"[1.238452110416561, 2212.915716053939, 0.819, 9.823183604978476e-05]"
"[3777.707701373373, 0.6309755635206514, 0.966, 0.00038729509194589443]"
"[0.1082280588454991, 0.7233833901627053, 0.843, 6.13743529128144e-05]"
"[1.6132417589819827, 570.9597747064083, 0.842, 4.2732051078933316e-05]"
"[19.528065496358376, 922.4820715436482, 0.859, 2.788517799643244e-05]"
"[288.53961195812184, 6.86285221713227, 0.858, 4.783230482410747e-05]"
"[19.38319889937517, 0.5551914006469104, 0.931, 1.996876588131728e-05]"
"[3.6498128985623133, 2258.3410818136967, 0.961, 0.0008031935934636163]"
"[1252.9791270097671, 14.976201772856385, 0.857, 0.000980183636453828]"
"[0.34648675597365036, 358.2240891564962, 0.943, 0.0003755048868635962]"
"[5927.501015887991, 0.13337293401978262, 0.856, 0.0006725859547343939]"
"[2.4110324231458797, 141.33828902405511, 0.927, 0.00031845039265084106]"
"[1766.279925546019, 39.922753831410915, 0.88, 5.923643020859175e-05]"
"[0.4374300179758552, 0.6985596144990487, 0.986, 0.0003322687324083578]"
"[187.12614952333985, 5.704121492481336, 0.837, 0.0001334030120817505]"
"[829.5642985370364, 0.6614111617520062, 0.956, 0.00011079464304005433]"
"[8.335685606333545, 3.9086676116143155, 0.864, 1.1939094838782491e-05]"
"[0.15648088966758197, 15.585370036711245, 0.923, 2.1846734532203867e-05]"
"[0.5312581504500338, 207.656705046501, 0.946, 4.281840605979123e-05]"
"[4303.160198099956, 8722.637774595332, 0.906, 0.0004701939019816357]"
"[931.9096965150487, 0.4161852795896206, 0.846, 0.0004551771970351681]"
"[78.44660985232993, 121.05961869971422, 0.879, 3.331099102319885e-05]"
"[338.8491501793592, 61.744160622788144, 0.91, 1.8029877349541185e-05]"
"[0.9565076951966678, 1450.0806240474176, 0.832, 0.00012842060316730876]"
"[1045.7071148860468, 43.36509689725802, 0.837, 1.269421354060976e-05]"
"[4.662559790449517, 190.45828386243747, 0.965, 9.342101868276757e-05]"
"[636.1957209132754, 1.8224540656081087, 0.921, 1.9885161346444218e-05]"
"[4.776178203622914, 378.54720324978115, 0.973, 0.0005241239873554144]"
"[23.8647644246065, 0.3158193664663733, 0.863, 1.8865976003628275e-05]"
"[0.16771757321741312, 162.97294519874572, 0.834, 0.00012558984492708832]"
"[85.99035970269672, 0.8699212865039673, 0.867, 0.000635676603136596]"
"[1.463786741604059, 10.350691404272633, 0.869, 0.00030831578863682894]"
"[100.36307922660775, 3.789350808848058, 0.847, 3.015924207371106e-05]"
"[4.5252731516434315, 8.461086366686672, 0.969, 0.0001809194184246787]"
"[27.569996394494733, 1.3822412624022504, 0.895, 0.0006687263289767955]"
"[213.0934395667578, 109.82099365233276, 0.962, 1.8203065486372247e-05]"
"[228.05673143581237, 0.3565514720161711, 0.977, 0.00020058773991064234]"
"[0.5048412877920009, 22.69632295262028, 0.954, 0.0005689688527917158]"
"[8315.502900718397, 171.83825135086485, 0.914, 7.749617109244599e-05]"
"[0.15643610400040053, 19.141350040884017, 0.97, 1.3740802124267856e-05]"
"[2341.8741914032635, 216.7839731656441, 0.915, 4.400614750111534e-05]"
"[361.8326491069134, 0.10639640282361945, 0.886, 7.70484388000598e-05]"
"[0.13035254981995303, 4.525240367437136, 0.973, 3.408331020872727e-05]"
"[217.3742440074177, 12.526816564896537, 0.803, 0.0002467111712693872]"
"[2224.954674436854, 0.25002976039090585, 0.843, 0.00010025996940603021]"
"[73.2496076378797, 39.70626537071734, 0.984, 0.000729947498100828]"
"[151.68161449174823, 192.80988238597863, 0.881, 0.00018533490419228327]"
"[0.33941853272045636, 716.1941402752288, 0.834, 1.8367661123148908e-05]"
"[187.5628107175096, 289.41433848804274, 0.964, 9.78257480726257e-05]"
"[31.71826832772019, 6177.229826743977, 0.892, 0.00041274885626684297]"
"[22.90742047410993, 450.929344709724, 0.871, 5.160106798630101e-05]"
"[696.9117039983839, 0.9779860709742189, 0.801, 0.00029690229015411415]"
"[6.114583750075348, 5.382702240297624, 0.815, 1.2238363560984295e-05]"
"[167.4487946392648, 802.5616069493827, 0.863, 0.0005699070388516477]"
"[0.7874542363496284, 2836.411505938801, 0.818, 0.0007043693393866361]"
"[1.8101167103427414, 19.006520283516338, 0.95, 5.697948371833239e-05]"
"[68.49516723009539, 1.5718432416822385, 0.882, 1.1095255219554449e-05]"
"[0.27332005743541904, 1.0809990391199011, 0.881, 8.230153158181476e-05]"
"[6524.799298253786, 39.443845897328465, 0.804, 7.932614857053144e-05]"
"[6021.0328645909285, 2025.2193577924259, 0.934, 0.0002989741265200486]"
"[1276.0963226288015, 335.856623096874, 0.888, 0.0005033061139089141]"
"[0.2033898965139793, 658.2573093070071, 0.854, 7.774632013463867e-05]"
"[1723.2222443938872, 2937.616241277416, 0.904, 2.9629337369435757e-05]"
"[86.96894086461548, 96.54583281288339, 0.848, 0.00048262426056207275]"
"[230.25327860679883, 44.183718830344446, 0.948, 9.605254175298364e-05]"
"[0.36650622891075924, 842.6378186412956, 0.854, 0.00034461100747067326]"
"[204.4656947975641, 0.5340314317539967, 0.951, 1.3745176699590692e-05]"
"[117.0999283937524, 4.012627379202295, 0.963, 0.000669439427192631]"
"[518.4619219327047, 367.2339652747159, 0.966, 8.961690970488373e-05]"
"[18.850254836415022, 2721.5290136865115, 0.874, 0.00011631844561894225]"
"[66.88603810745256, 0.901419797397333, 0.854, 0.0001654925970430841]"
"[0.40330473608574763, 14.510576328741692, 0.844, 5.473174790340261e-05]"
"[4.852340796974426, 10.343259252192793, 0.82, 2.3707384785501264e-05]"
"[94.7198946609643, 14.352209599906757, 0.819, 0.0008840290560660126]"
"[546.9577099090338, 0.8027645024192228, 0.936, 0.0003454229357239839]"
"[4.268886301504122, 67.52589548697645, 0.973, 1.8850165968056444e-05]"
"[3833.478916804849, 0.3070637451948238, 0.965, 8.98046995200389e-05]"
"[0.33785346126853655, 5175.6423672749725, 0.954, 0.0008012570585520976]"
"[2880.3356183755236, 3.9101074451649422, 0.955, 4.871550584467456e-05]"
"[124.21487400814483, 17.0850078868119, 0.952, 0.00021545702745868103]"
"[2.6863656706355488, 3.080019075948736, 0.83, 1.5086535776729778e-05]"
"[226.95526344854525, 59.50859755319856, 0.958, 3.897914455087539e-05]"
"[5.0121422780712, 44.70407528883555, 0.848, 6.648321908936264e-05]"
"[1.390515805714431, 8560.896542104869, 0.934, 6.689495790126924e-05]"
"[2340.993363378783, 557.0634836541686, 0.947, 4.029637523071504e-05]"
"[41.85488724428067, 0.9054989516730908, 0.805, 2.3865618263249302e-05]"
"[2.7755539444821737, 4156.899316668001, 0.895, 2.423645970338339e-05]"
"[194.25610222703816, 5.077145635835985, 0.976, 0.00020753075432311142]"
"[924.0703218079803, 4.937502541986719, 0.972, 3.239615569080751e-05]"
"[202.2631594745436, 2.8378166586180917, 0.979, 0.00030325249583832765]"
"[2601.6544148935304, 4992.458227954412, 0.811, 0.00019028978726166534]"
"[904.1560194555474, 1388.19495389927, 0.935, 0.00016318175104725277]"
"[3213.4454816688617, 3621.4583331238546, 0.868, 4.40756207601184e-05]"
"[0.7069435660183311, 381.19590107583144, 0.802, 4.937926641117666e-05]"
"[12.503261621288306, 4743.533257724254, 0.883, 0.0004593171123068678]"
"[0.20359721790644741, 75.57246307693688, 0.941, 0.00013868508530814712]"
"[391.3628732221621, 2.8159003791204404, 0.865, 4.3881438745137405e-05]"
"[1320.8790874510162, 87.40394488812102, 0.854, 5.463332661252002e-05]"
"[99.08709539201051, 504.75800655986177, 0.837, 1.3111063780778133e-05]"
"[20.058504933875437, 16.52700595817334, 0.868, 0.00052359805374856]"
"[5.669711870046, 3133.592088604325, 0.937, 0.0003259854247531069]"
"[0.8390798699828523, 0.21528346417248628, 0.922, 8.830897944566023e-05]"
